source_relative_path	image_relative_path	sha256	design_note
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1369__head-weed.png	B03-FLO__Flora/aachat-forge-flora-leafy-roof-cabin-keeper.png	eb6f4019cb328a72cf6d9386ae009c5892b1fe44682df4b87bb7c0cad1c7b484	Emerald weed-house silhouette with a five-leaf crown and branch arms, rebuilt from coarse square modules around a fully integrated fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1390__head-mushroom.png	B03-FLO__Flora/aachat-forge-flora-crimson-spotted-cap-stemkeeper.png	051f24a2555b973bbc64a67a26b2869d638d17544ea1a72f5cd531642847ec1b	Crimson white-spotted mushroom-cap stemkeeper with warm-ivory stalk body, fresh-green LCD frame, and coarse square Level 4 modules.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1396__head-saguaro.png	B03-FLO__Flora/aachat-forge-flora-chartreuse-saguaro-checker-sentinel.png	ccffc20a77eb7428feee16915f0222f16cd9113a2a408538a0a83c6d6beede30	Chartreuse branching saguaro head architecture with exact integrated cobalt LCD, magenta-green checker tunic, and coarse square-module full-body sentinel.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1488__head-weed.png	B03-FLO__Flora/aachat-forge-flora-jagged-weed-mantle-keeper.png	ebf9a123ab86dda9146eab486bc26868db39c15c650b8dedeb803f3afb644c45	Jagged five-leaf weed crown and deep-green modular mantle preserve the source silhouette; pale stem legs and warm stem clasps support the motif, while the original face is fully replaced by the fixed compact frontal aachat LCD with generous full-body white margins.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1579__head-rosebud.png	B03-FLO__Flora/aachat-forge-flora-scarlet-calyx-ivory-steward.png	bc8bc3b42843c51ce1516c9beca4f169d990ef5c3e7a56c735d548622e19099e	Scarlet rosebud head shell with green calyx arms and a warm-ivory stalk body, rebuilt in coarse square modules around the fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1586__head-weed.png	B03-FLO__Flora/aachat-forge-flora-terracotta-wildsprig-pot-warden.png	74bfdc97aa98fcdd79337224cd83bc402202ecd99b0b547ee49d40e69f4db5e8	Terracotta pot warden with a stepped wildsprig crown, teal rim, and fully integrated fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1616__head-weed.png	B03-FLO__Flora/aachat-forge-flora-emerald-weedcrown-apothecary.png	df8574b77ba0fa308da8ab57ca2884714138df75d6c917640a0fa1ab7160b171	Emerald jagged weed-crown apothecary in a white clinic coat with a gold sprouting-vine insignia and restrained warm-red trim; the original glasses and face were structurally replaced by the fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1664__head-fir.png	B03-FLO__Flora/aachat-forge-flora-mint-fir-tier-warden.png	c30fecff146750356c82673d0d92e796b758cebfa330d3aacafb112f7c27f188	Mint fir tier warden preserving the broad stepped evergreen crown, mint trunk body, pale needle markers, and short branch arms in coarse square modules, with a compact fixed aachat LCD fully replacing the source face.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1681__head-mushroom.png	B03-FLO__Flora/aachat-forge-flora-scarlet-snowcap-nightcoat-keeper.png	f924bd42d761d39abc399834e11c2eca47d4b2ad904b629ed32e0b6f6203cc6c	Scarlet white-spotted mushroom crown structurally surrounds the fixed LCD above a dark nightcoat with scarlet tie and cobalt hand and ankle accents, all built from coarse square 3D modules.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1709__head-bonsai.png	B03-FLO__Flora/aachat-forge-flora-emerald-canopy-rubyband-warden.png	ffad0be771580051dbad46ee51f14f474dbe8c27676abd50451630d945954a6b	Three-lobed emerald bonsai canopy integrated above a fixed frontal LCD, with a charcoal trunk body and restrained ruby-magenta module bands.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1734__head-fir.png	B03-FLO__Flora/aachat-forge-flora-lime-fir-canopy-sentinel.png	55f478815a1ef70495e3bfd98af2a85b571147063f8794a5fde9a01576aea7fe	Broad stepped fir-canopy sentinel in deep and lime green coarse modules, with small orange cuff and belt accents and the fixed frontal cobalt-glow LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1783__head-flower.png	B03-FLO__Flora/aachat-forge-flora-pink-corolla-checker-keeper.png	4b54bead4ea154b63e8dba33405b33b725f1722dd483bf626d2e56bf0b55906f	Pink corolla crown and yellow core frame an integrated LCD above cobalt-emerald checker modules.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1810__head-weed.png	B03-FLO__Flora/aachat-forge-flora-jade-weed-violet-steward.png	8446913c4b98c079fd9c7aa87bd0b28b6b80567d89e44fd97be3384b8bfd5e20	Reference-mode Level 4 preserving the jagged green head-weed crown, green brim, and compact violet box-tunic while structurally replacing the complete original face with the fixed frontal aachat LCD in coarse square 3D modules.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1819__head-fir.png	B03-FLO__Flora/aachat-forge-flora-emerald-fir-knit-warden.png	9647ad06648e93df55e03ef53bebcd7ab32d31cc22d226c0028874e577efc3af	Reference-mode emerald fir-knit warden preserving the broad layered evergreen canopy and red-white geometric knit torso; original face fully replaced by the fixed integrated aachat LCD in coarse square 3D modules.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1826__head-weed.png	B03-FLO__Flora/aachat-forge-flora-emerald-weed-necktie-steward.png	86ff87baa76ebe167527cf694b613fe42754a662ce0fc6e92591328d26ffba08	Emerald weed steward retaining the jagged radiating leaf crown and golden knotted necktie, rebuilt as a full-body coarse-module Level 4 form with the original face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1913__head-saguaro.png	B03-FLO__Flora/aachat-forge-flora-cobalt-saguaro-column-warden.png	96fe2088a25b4525fc5a3df1b0ffbc7f2eff0ad4a5209929342dcd77eac47bd2	Reference-mode Level 4 saguaro column warden with olive cactus crown, ivory coarse modular body, cobalt LCD accents, and complete source-face replacement.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1923__head-fir.png	B03-FLO__Flora/aachat-forge-flora-evergreen-canopy-patchwork-steward.png	9088ddcff9098887bb61e599ce35de0c640c7900fd348e489f95d2aa13cd37de	Broad evergreen fir canopy rebuilt from coarse square modules around the fixed LCD, paired with a compact multicolor patchwork steward body.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1929__head-weed.png	B03-FLO__Flora/aachat-forge-flora-violet-weed-sigil-keeper.png	35420c4700685e07f8228615a45822829e4cbdef596f2c30ecabdbde6e690cd4	Violet modular garden keeper with a compact jagged weed crown, planter-tunic torso, stepped white leaf inlay, and fully integrated fixed aachat LCD.
nouns_classified_1973/B03-FLO__Flora_&_Fungi/noun-1931__head-peyote.png	B03-FLO__Flora/aachat-forge-flora-emerald-button-crown-steward.png	e86158f35c95efc612eded73d3c3d307c30d4f363dea50d1f7da5c49667dfbd3	Round emerald peyote crown with pale stepped spines and pink flower tips over a warm-orange-and-ivory stalk body; original red face fully replaced by recessed fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0002__head-pineapple.png	B04-CUL__Culinary/aachat-forge-culinary-golden-pineapple-lattice-keeper.png	8d981fa92697d6f92972052e00a32aacdccb345f4eb32d9d3370b88703507d7d	Reference-mode Level 4 golden pineapple lattice keeper; spiky green leaf crown, faceted yellow rind shell, charcoal column body, and lime square markings preserved as coarse square modules, with the original face fully replaced by the fixed integrated aachat LCD and generous white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0004__head-wine.png	B04-CUL__Culinary/aachat-forge-culinary-burgundy-bottle-stripe-steward.png	ab7860ba943ea5ff5fb0b66230ac84fc62275c62b086e72795a3f20ceda34411	Broad pale-gray bottle-cap head shell, burgundy LCD frame, indigo-violet bottle torso, and slim ivory stripe built from consistent coarse square 3D modules with the source face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0008__head-taco-classic.png	B04-CUL__Culinary/aachat-forge-culinary-amber-taco-necklace-bearer.png	ba2ba8ab5b6a9fb5bf6904a09ebbc317062a4f3a2b46e7ed5ee72ed12f919005	Amber taco-shell necklace bearer with fresh-green garnish, a terracotta block body, integrated fixed LCD, and consistent coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0012__head-beer.png	B04-CUL__Culinary/aachat-forge-culinary-amber-foam-tankard-bearer.png	1e2ad2be4be24ee014025488f0a3d07707ad5ba0222b368ef942423d8f4a4594	Amber beer-tankard bearer with a chunky ivory foam crown, layered amber vessel body, structural side handle, and complete fixed-LCD face replacement in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0017__head-pumpkin.png	B04-CUL__Culinary/aachat-forge-culinary-tangerine-pumpkin-stem-keeper.png	7a4544f04759c3c796c011691807abee229925bb0603f4a6384a372a48712481	Tangerine pumpkin shell with olive stem, green-red harvest body, and a fully integrated fixed LCD in coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0019__head-cookie.png	B04-CUL__Culinary/aachat-forge-culinary-cocoa-chip-neckcloth-keeper.png	07b3e3a5f5968f2d9d936cd64364b2a8d39cfb5d7468e8116a4bf30305ee7325	Broad cocoa-chip cookie-disc head structurally built around the fixed frontal aachat LCD, with a cobalt block tunic, emerald neckcloth modules, and compact matching boots in one coarse square-module scale.
nouns_classified_1973/B04-CUL__Culinary/noun-0020__head-ketchup.png	B04-CUL__Culinary/aachat-forge-culinary-scarlet-ketchup-pump-steward.png	f5ed139acf0b5c365f8d435a5d02da8f15b73c13c9aedbc44db2f7755f643cc3	Scarlet stepped ketchup-pump steward with integrated frontal LCD, cream-green band accents, dark-brown block limbs, and generous full-body white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0028__head-garlic.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-clove-checker-steward.png	3a64eb8c3aa5da02ba435809c0c20a27d8f459678c3bf8b17263eb3c5a5ce002	Reference-mode Level 4 ivory clove checker steward; broad cream garlic crown with twin sprout tips, restrained red LCD shell trim, bold black-and-white checker collar, and rust-brown column body preserved as coarse square 3D modules, with the source face fully replaced by the fixed integrated aachat LCD and generous white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0029__head-nigiri.png	B04-CUL__Culinary/aachat-forge-culinary-salmon-rice-apron-steward.png	24e88fac8a31937248c5a46e6a80bc9a4a48d063a7b8516f6734340b173cfc50	Salmon nigiri motif rebuilt in coarse square modules with a broad coral topping, rice-shell LCD head, plain vermilion apron body, and fixed right-offset LCD eyes.
nouns_classified_1973/B04-CUL__Culinary/noun-0031__head-icepop-b.png	B04-CUL__Culinary/aachat-forge-culinary-lime-berry-drip-vendor.png	551e8aff08c729fdcfa4c3f90c7a788311cca48f4792cf5dc1f04f9a5b22efca	Two-tone lime and raspberry ice-pop vendor rebuilt in coarse square modules with the source face and glasses fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0034__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-cobalt-blueberry-orb-keeper.png	251df50629fb0d16f6d6b0ed8f42ca8e6109b523b419f0ec97852da224b4c92b	Cyan-cobalt blueberry orb shell with navy crown and magenta tunic; original face fully replaced by the integrated fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0039__head-mug.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-mug-mosaic-steward.png	59d8d4c61365b135097d17416bf0376adf835f69a0224993749adbd500e62d69	Ivory block-built mug head with one side handle and a slim gold rim, paired with a red-blue-green enamel mosaic body; the original face is fully replaced by the fixed near-1.65:1 aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0046__head-pop.png	B04-CUL__Culinary/aachat-forge-culinary-sunburst-kernel-box-vendor.png	532a5fb64769cd07466a16e72124f332052ba51eea2be439df8f9c5e529791d9	Reference-mode Level 4 with red-orange sunburst snack-box head, narrow ivory vendor body, turquoise-green front modules, and complete fixed-LCD face replacement.
nouns_classified_1973/B04-CUL__Culinary/noun-0049__head-garlic.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-bulb-braid-steward.png	f42122078b49661210acf9b0f5e0b079eeae7338c0f196f35b502a2e974efd29	Ivory garlic-bulb pantry steward with a russet modular robe and gold braided chest cord; the source face is fully replaced by an integrated aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0055__head-pizza.png	B04-CUL__Culinary/aachat-forge-culinary-golden-wedge-apron-keeper.png	fa06ecf3096dd0c8dd90a4a4f92294ad399d3ceac1c5b034fee55d2b4a26f7ea	Golden triangular pizza-wedge shell with red topping modules, magenta-plum apron body, fixed frontal LCD, and consistent coarse square construction.
nouns_classified_1973/B04-CUL__Culinary/noun-0057__head-pie.png	B04-CUL__Culinary/aachat-forge-culinary-berry-crust-orange-bearer.png	646b8c59a62fada87677700ae5be6d1af5448fec7290999fdc1cfa3baaedd696	Broad stepped berry-topped pie-crust LCD head with warm orange lattice tunic, compact block limbs, and consistent coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0058__head-noodles.png	B04-CUL__Culinary/aachat-forge-culinary-scarlet-noodle-bowl-bearer.png	4384176d458791c0b29dc23fec83249e481895e3184fd8a4307686919d4e9569	Reference-mode Level 4 noodle-bowl bearer with scarlet-rim LCD housing, blocky noodle garnish and chopsticks, checker-apron palette, coarse square modules, and generous full-body white margin.
nouns_classified_1973/B04-CUL__Culinary/noun-0061__head-pickle.png	B04-CUL__Culinary/aachat-forge-culinary-emerald-brine-knot-steward.png	6a0fb6281b8632e0d5ccda5e0f6bba8920ce3713312c1d2c8567d0b38976fbbb	Asymmetrical emerald pickle shell with pale brine bumps, fixed cobalt LCD, dark-magenta steward tunic, and raised green knot motif in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0072__head-garlic.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-garlic-patchwork-keeper.png	ef5e8154cc25bb709f01f83430118cd8e308099ef88c1a43d8b00c3c074d627c	Ivory garlic-bulb shell with lime LCD frame and vivid patchwork module suit; original face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0075__head-coffeebean.png	B04-CUL__Culinary/aachat-forge-culinary-umber-bean-tie-steward.png	03040fbfa5a225e41fd6261afa06b37bd1cbef4d599b22fb618c9d40ebe963ac	Rounded split coffee-bean module shell, charcoal formal body, compact gold tie, and restrained magenta accents with the original face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0084__head-hotdog.png	B04-CUL__Culinary/aachat-forge-culinary-scarlet-mustard-bun-steward.png	81a71fa248591a9fb64db0fc723cd3c2c27a6dc3a5362954f82dae3252e42a1c	Reference-mode Level 4 hot-dog steward with a toasted bun shell, scarlet sausage and mustard accents, charcoal service uniform, generous white margins, and complete source-face replacement by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0088__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-steam-bun-steward.png	c18422bff409fd0eee5bc73d6d806f05bb2d93bee866f7c93b28fe1d5d1a4de3	Ivory steamed-bun steward with three block steam vents, brick-red tunic, full-body coarse square modules, and the source face structurally replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0101__head-burger-dollarmenu.png	B04-CUL__Culinary/aachat-forge-culinary-sesame-stack-stripe-steward.png	9e1dfd535d80edc2e90cbe8f57c036af90e6e0aee8f79d9b530fe1d52c56b77b	Warm sesame-bun burger stack with dark filling bands, magenta accents, and an orange-brown striped steward body, rebuilt as consistent coarse square 3D modules around the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0108__head-cookie.png	B04-CUL__Culinary/aachat-forge-culinary-cocoa-biscuit-aqua-steward.png	c9d8bb3fedace1ebe8b39f77a217a4b1c50d8842bf0288fd88d95da8de0689f8	Round cocoa-cookie LCD shell with dark chip inlays, warm-orange modular tunic, aqua neckcloth, and complete source-face replacement.
nouns_classified_1973/B04-CUL__Culinary/noun-0110__head-noodles.png	B04-CUL__Culinary/aachat-forge-culinary-porcelain-noodle-garnish-keeper.png	985a761ba73a10716cd455253a69faf9ce1154d594d846ad7d7a71235862e94f	Porcelain noodle-bowl steward with a scarlet rim, blocky green garnish, tan noodles, and upright chopsticks; the source face was fully rebuilt as the integrated fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0120__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-salmon-ham-key-steward.png	2af2de8c3f32b3462fc10a259796c6597eb2b52298db1cd55a41436b4772a79d	Reference-mode canned-ham steward preserving the salmon-peach tin silhouette, cobalt-violet rim, and stepped brass key; the source face is structurally replaced by the fixed aachat LCD in coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0125__head-potato.png	B04-CUL__Culinary/aachat-forge-culinary-olive-tuber-crimson-steward.png	7f4ba8cbce03e0e76050c8a41706f54d80c22d26040d4ce0bb817ec1af648751	Olive-brown block-built tuber steward with a crimson tunic, complete fixed LCD face replacement, and generous full-body white-space framing.
nouns_classified_1973/B04-CUL__Culinary/noun-0127__head-wine.png	B04-CUL__Culinary/aachat-forge-culinary-claret-crate-lime-steward.png	16086a883aa6cb50e5cd58e9b01fa797c785c349a4ff5d83a13c3bebd21d8df9	Claret crate-like head shell, tall lime label-panel torso, restrained magenta module accent, and complete source-face replacement around the fixed frontal aachat LCD in consistent coarse square 3D modules; no Level 5 generated.
nouns_classified_1973/B04-CUL__Culinary/noun-0140__head-milk.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-milk-carton-keeper.png	3edf08fd1a0cb5595803cf6245ecc933a21229b7b82fbdd30cbfdaafc6dcd9c3	White-and-royal-blue peaked milk-carton head rebuilt around the fixed LCD; narrow green body retains the descending yellow module motif and red folded-spout accent.
nouns_classified_1973/B04-CUL__Culinary/noun-0142__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-olive-tin-ham-porter.png	7c6287eba69f7a95e8ffdf0b1c323b2e2cfd2eb8190ecf2973191658c1b02b41	Olive canned-ham porter with silver rim, pink ham crown, striped band, fixed cobalt LCD, and coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0148__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-porkbao-stripe-steward.png	ac283f20f60306c20668bbcac4b326f2f70fa01b7347cf361c90149306fc5b3a	Ivory folded pork-bao steward with a warm-red LCD rim, red and charcoal bands, and consistent coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0150__head-taco-classic.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-shell-bowtie-steward.png	dd1318ea70ca3aeffda6217304f6781a113717a6f7692aba5ff25be142a783ce	Saffron taco-shell steward with fresh green filling accents, orange block tunic, cobalt bow tie, structurally integrated fixed LCD, and consistent coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0152__head-cookie.png	B04-CUL__Culinary/aachat-forge-culinary-cocoa-wafer-sprinkle-steward.png	39ff0849d8e86742991225c5a5d44591a456b1b5557ccb518bb6d7142d81f7c3	Rounded cocoa-cookie LCD housing with sparse dark chips, tall golden wafer torso, and vivid magenta candy buttons in one coarse square-module build.
nouns_classified_1973/B04-CUL__Culinary/noun-0155__head-ketchup.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-squeeze-tower-keeper.png	9af3894e6822aba24571209c708e40d4210fc1755f57b06a7751523ac5c05370	Crimson modular squeeze-tower keeper with stepped nozzle crown, cream collar band, integrated frontal LCD, dark block gloves and boots, and generous white full-body margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0161__head-onion.png	B04-CUL__Culinary/aachat-forge-culinary-copper-onion-apron-steward.png	c259ac1ab0f89e2fe0c70ec37090f5f65fa9789401a5fbea27509fc37155416e	Copper-red onion bulb steward with a charcoal apron, blue-green module emblem, complete LCD face replacement, and coarse square 3D construction.
nouns_classified_1973/B04-CUL__Culinary/noun-0178__head-hotdog.png	B04-CUL__Culinary/aachat-forge-culinary-mustard-frank-shirt-steward.png	071e35d7c1b64696ff00c522cafb71f81e0030fd26a78597090099590202a0c6	Reference-mode hotdog steward with a vertical bun-and-sausage head, block mustard zigzag, white-and-blue shirt, fixed integrated LCD, and generous full-body margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0179__head-beer.png	B04-CUL__Culinary/aachat-forge-culinary-golden-foam-mug-porter.png	94b4850784bd65a86b5d24c98b67d7842e8f7dfe8aedae66a9643a3f0aec3bbb	Golden foam mug porter preserves the ivory froth crown, amber mug silhouette, pale body, and small beverage medallion while structurally replacing the complete original face with the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0194__head-cake.png	B04-CUL__Culinary/aachat-forge-culinary-rose-candle-layer-keeper.png	97c2682f1923361e2d75519c6b6fb64f4e284be4b7efe75fb6e60ec3c72c8c72	Rose-frosted layered celebration-cake keeper with three block candles, a fully integrated fixed aachat LCD, and a violet-magenta coarse modular body.
nouns_classified_1973/B04-CUL__Culinary/noun-0207__head-watermelon.png	B04-CUL__Culinary/aachat-forge-culinary-scarlet-rind-wedge-keeper.png	263819f69f35c5cdce32e9e8ec4c808bb77b5ec56b786f58471a4bc9a8554260	Triangular scarlet watermelon-wedge shell with stepped green rind and seed modules, an exact integrated cobalt LCD, and a charcoal mosaic outfit built from coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0218__head-onion.png	B04-CUL__Culinary/aachat-forge-culinary-copper-onion-sprout-keeper.png	7152a43030b3ef1556c6723be5c3f820c45b9ff9ede5637e8d8628f357075ce3	Copper-red block onion bulb with three sprout shoots, dark-brown long-limbed body, cobalt waist panel, and fully integrated fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0219__head-macaroni.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-macaroni-tie-steward.png	032e3dca9f99cd38ee65a33ebe40d09b2b8b7caba7d88b5854a3b6e71083dd73	Saffron hollow-ended macaroni head shell, emerald modular steward uniform, and compact gold tie medallion rebuilt in one coarse square-module scale around the fixed frontal aachat LCD with generous full-body white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0221__head-cheese.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-cheese-crown-steward.png	2a802dfb61a774c30e430e14544d87fec7e00294d02fdf69db4208ad845ba247	Saffron Swiss-cheese crown with stepped voids, deep burgundy block tunic, red collar rail, magenta legs, and the source glasses and face fully replaced by the fixed frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0223__head-pineapple.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-leaf-crown-porter.png	2bf844647e59afdeac240eb1a821e5aa311d6bc689a419dbfba3f779fc25e358	Reference-mode Level 4 saffron leaf crown porter; golden pineapple shell, angular green leaf crown, charcoal column torso, ivory arms, and chest pineapple medallion preserved as coarse square 3D modules, with the original face fully replaced by the fixed integrated aachat LCD and generous white full-body margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0224__head-beer.png	B04-CUL__Culinary/aachat-forge-culinary-amber-brew-checker-steward.png	b2060a91608e0e13025d2744e6bb95196ab59f4bcc05f04836f609146efaf980	Amber brew checker steward preserves the tall amber vessel silhouette, stepped ivory foam crown, and colorful checker costume while structurally replacing the complete original face with the fixed aachat LCD in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0229__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-egg-cog-steward.png	30f3207e953693b841b5525ddbc59567e8d702884768c63c16b3ed2b13c046a7	Reference-mode ivory egg-shell steward with cobalt-purple coarse module uniform, integrated black cog medallion, fixed right-offset-pupil LCD, and generous full-body margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0234__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-egg-apron-steward.png	9acec186f0d562a70fb10e0a60b79ccc44759e62974e7fef3471245c5b8ede1a	Ivory stepped egg-shell head rebuilt around the fixed LCD, with a lemon-yellow block apron and restrained cyan culinary construction accents.
nouns_classified_1973/B04-CUL__Culinary/noun-0238__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-pleated-bun-porter.png	db1b6a67321ede8c15fc97e643730dc0e665c880328b5988b3195ffc3679293f	Ivory pleated pork-bao module head with fully integrated fixed LCD, bright orange block tunic-body, compact full-body stance, and no prop.
nouns_classified_1973/B04-CUL__Culinary/noun-0245__head-mug.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-handle-rose-server.png	9de7eb4fc19c0ade229d5e89438f82984c8358425a6cc90163940380c361013c	Level 4 Reference mode: ivory ceramic mug head with integrated right-side handle, rose-pink server body, fixed LCD fully replacing the source face, and consistent coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0258__head-pineapple.png	B04-CUL__Culinary/aachat-forge-culinary-citrine-pineapple-tuxedo-steward.png	def5d6aad35451e89550218f3759239e8e7fe219f867834992346349215f6df6	Citrine pineapple tuxedo steward with golden stepped rind, chunky green crown, slim formal body, and the source face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-0259__head-hotdog.png	B04-CUL__Culinary/aachat-forge-culinary-ruby-chevron-bun-attendant.png	aede1b7cf0ec7ffa809363283ba83ec0aebaef6b82029cdc5d1e478e3fd61ff5	Ruby hot-dog attendant with a warm bun shell, scarlet sausage column, yellow mustard chevrons, cobalt accents, complete fixed-LCD face replacement, coarse square 3D modules, and generous full-body white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-0260__head-watermelon.png	B04-CUL__Culinary/aachat-forge-culinary-ruby-rind-sky-steward.png	bbe8348536790f90b94f17180764c6c684653c3d6c25b89335d389628e408e97	Scarlet watermelon-slice crown with sparse upper seed tiles, mint rind framing, sky-blue steward uniform, restrained yellow accents, generous full-body white margins, and the complete source face structurally replaced by the fixed frontal aachat LCD in consistent coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0278__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-violet-ham-lid-keeper.png	e05cfbea20f2a6f4dd1a830347489a65332bf426e1bf811a5ceb0c1d27ffbae5	Violet canned-ham lid keeper with silver tin housing, raised olive lid, pink ham crown, cobalt trim, golden chest badge, fixed LCD, and coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-0279__head-pizza.png	B04-CUL__Culinary/aachat-forge-culinary-tomato-slice-apron-keeper.png	8289611adee5de75af1a0da633d59a2b11f74d482e45e6266464905832782803	Reference-mode pizza-wedge crown with tomato-red apron body, teal trim, fixed aachat LCD, and coarse square module construction.
nouns_classified_1973/B04-CUL__Culinary/noun-0284__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-bao-olive-sash.png	a9251416ec375ea08650924dc3423016aebd4811e253979d826ecea123f2cc50	Ivory pleated bao head with vermilion LCD seam, olive modular tunic, and pale diagonal sash.
nouns_classified_1973/B04-CUL__Culinary/noun-0285__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-cobalt-berry-bud-porter.png	be6f84be06e52daf260f6d442cd1c69637e7cd0eb6663bb5eaecd1c8c3d6d74d	Pale-blue coarse-module blueberry shell with cobalt crown bud, integrated fixed LCD, and fresh-green leaf-collar porter body.
nouns_classified_1973/B04-CUL__Culinary/noun-0287__head-steak.png	B04-CUL__Culinary/aachat-forge-culinary-scarlet-steak-tie-steward.png	b8445ecf3302870770a761c27c25f3a4bcfd7a16022b9a786aeec1151c4c1164	Scarlet steak-cut head with cream fat rim, pale-cyan block suit, and golden tie; original face fully replaced by the fixed aachat LCD.
